"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"25","Massachusetts","25001","Barnstable","2011","1,333","",
"25","Massachusetts","25001","Barnstable","2012","1,361","",
"25","Massachusetts","25001","Barnstable","2013","1,272","",
"25","Massachusetts","25001","Barnstable","2014","1,193","",
"25","Massachusetts","25001","Barnstable","2015","1,122","",
"25","Massachusetts","25001","Barnstable","2016","989","",
"25","Massachusetts","25001","Barnstable","2017","895","",
"25","Massachusetts","25001","Barnstable","2018","880","",
"25","Massachusetts","25001","Barnstable","2019","767","",
"25","Massachusetts","25003","Berkshire","2011","909","",
"25","Massachusetts","25003","Berkshire","2012","962","",
"25","Massachusetts","25003","Berkshire","2013","869","",
"25","Massachusetts","25003","Berkshire","2014","854","",
"25","Massachusetts","25003","Berkshire","2015","832","",
"25","Massachusetts","25003","Berkshire","2016","763","",
"25","Massachusetts","25003","Berkshire","2017","647","",
"25","Massachusetts","25003","Berkshire","2018","625","",
"25","Massachusetts","25003","Berkshire","2019","528","",
"25","Massachusetts","25005","Bristol","2011","4,396","",
"25","Massachusetts","25005","Bristol","2012","4,723","",
"25","Massachusetts","25005","Bristol","2013","4,654","",
"25","Massachusetts","25005","Bristol","2014","4,781","",
"25","Massachusetts","25005","Bristol","2015","4,434","",
"25","Massachusetts","25005","Bristol","2016","3,878","",
"25","Massachusetts","25005","Bristol","2017","3,772","",
"25","Massachusetts","25005","Bristol","2018","3,868","",
"25","Massachusetts","25005","Bristol","2019","3,539","",
"25","Massachusetts","25007","Dukes","2011","180","",
"25","Massachusetts","25007","Dukes","2012","122","",
"25","Massachusetts","25007","Dukes","2013","119","",
"25","Massachusetts","25007","Dukes","2014","96","",
"25","Massachusetts","25007","Dukes","2015","97","",
"25","Massachusetts","25007","Dukes","2016","97","",
"25","Massachusetts","25007","Dukes","2017","97","",
"25","Massachusetts","25007","Dukes","2018","88","",
"25","Massachusetts","25007","Dukes","2019","114","",
"25","Massachusetts","25009","Essex","2011","5,565","",
"25","Massachusetts","25009","Essex","2012","5,501","",
"25","Massachusetts","25009","Essex","2013","5,200","",
"25","Massachusetts","25009","Essex","2014","5,528","",
"25","Massachusetts","25009","Essex","2015","5,151","",
"25","Massachusetts","25009","Essex","2016","4,427","",
"25","Massachusetts","25009","Essex","2017","4,250","",
"25","Massachusetts","25009","Essex","2018","4,248","",
"25","Massachusetts","25009","Essex","2019","4,130","",
"25","Massachusetts","25011","Franklin","2011","424","",
"25","Massachusetts","25011","Franklin","2012","437","",
"25","Massachusetts","25011","Franklin","2013","400","",
"25","Massachusetts","25011","Franklin","2014","440","",
"25","Massachusetts","25011","Franklin","2015","459","",
"25","Massachusetts","25011","Franklin","2016","396","",
"25","Massachusetts","25011","Franklin","2017","381","",
"25","Massachusetts","25011","Franklin","2018","390","",
"25","Massachusetts","25011","Franklin","2019","371","",
"25","Massachusetts","25013","Hampden","2011","5,519","",
"25","Massachusetts","25013","Hampden","2012","5,650","",
"25","Massachusetts","25013","Hampden","2013","5,094","",
"25","Massachusetts","25013","Hampden","2014","5,404","",
"25","Massachusetts","25013","Hampden","2015","5,537","",
"25","Massachusetts","25013","Hampden","2016","5,269","",
"25","Massachusetts","25013","Hampden","2017","5,309","",
"25","Massachusetts","25013","Hampden","2018","5,353","",
"25","Massachusetts","25013","Hampden","2019","4,999","",
"25","Massachusetts","25015","Hampshire","2011","583","",
"25","Massachusetts","25015","Hampshire","2012","589","",
"25","Massachusetts","25015","Hampshire","2013","564","",
"25","Massachusetts","25015","Hampshire","2014","552","",
"25","Massachusetts","25015","Hampshire","2015","571","",
"25","Massachusetts","25015","Hampshire","2016","477","",
"25","Massachusetts","25015","Hampshire","2017","506","",
"25","Massachusetts","25015","Hampshire","2018","546","",
"25","Massachusetts","25015","Hampshire","2019","507","",
"25","Massachusetts","25017","Middlesex","2011","7,211","",
"25","Massachusetts","25017","Middlesex","2012","7,433","",
"25","Massachusetts","25017","Middlesex","2013","6,993","",
"25","Massachusetts","25017","Middlesex","2014","7,203","",
"25","Massachusetts","25017","Middlesex","2015","6,474","",
"25","Massachusetts","25017","Middlesex","2016","5,831","",
"25","Massachusetts","25017","Middlesex","2017","5,609","",
"25","Massachusetts","25017","Middlesex","2018","5,583","",
"25","Massachusetts","25017","Middlesex","2019","5,096","",
"25","Massachusetts","25019","Nantucket","2011","125","",
"25","Massachusetts","25019","Nantucket","2012","138","",
"25","Massachusetts","25019","Nantucket","2013","149","",
"25","Massachusetts","25019","Nantucket","2014","129","",
"25","Massachusetts","25019","Nantucket","2015","125","",
"25","Massachusetts","25019","Nantucket","2016","103","",
"25","Massachusetts","25019","Nantucket","2017","127","",
"25","Massachusetts","25019","Nantucket","2018","111","",
"25","Massachusetts","25019","Nantucket","2019","112","",
"25","Massachusetts","25021","Norfolk","2011","2,979","",
"25","Massachusetts","25021","Norfolk","2012","2,890","",
"25","Massachusetts","25021","Norfolk","2013","2,780","",
"25","Massachusetts","25021","Norfolk","2014","2,964","",
"25","Massachusetts","25021","Norfolk","2015","2,771","",
"25","Massachusetts","25021","Norfolk","2016","2,562","",
"25","Massachusetts","25021","Norfolk","2017","2,338","",
"25","Massachusetts","25021","Norfolk","2018","2,294","",
"25","Massachusetts","25021","Norfolk","2019","2,270","",
"25","Massachusetts","25023","Plymouth","2011","3,154","",
"25","Massachusetts","25023","Plymouth","2012","3,461","",
"25","Massachusetts","25023","Plymouth","2013","3,241","",
"25","Massachusetts","25023","Plymouth","2014","3,138","",
"25","Massachusetts","25023","Plymouth","2015","2,925","",
"25","Massachusetts","25023","Plymouth","2016","2,603","",
"25","Massachusetts","25023","Plymouth","2017","2,414","",
"25","Massachusetts","25023","Plymouth","2018","2,460","",
"25","Massachusetts","25023","Plymouth","2019","2,387","",
"25","Massachusetts","25025","Suffolk","2011","7,157","",
"25","Massachusetts","25025","Suffolk","2012","7,277","",
"25","Massachusetts","25025","Suffolk","2013","7,166","",
"25","Massachusetts","25025","Suffolk","2014","7,252","",
"25","Massachusetts","25025","Suffolk","2015","7,114","",
"25","Massachusetts","25025","Suffolk","2016","6,666","",
"25","Massachusetts","25025","Suffolk","2017","6,326","",
"25","Massachusetts","25025","Suffolk","2018","6,006","",
"25","Massachusetts","25025","Suffolk","2019","5,641","",
"25","Massachusetts","25027","Worcester","2011","5,611","",
"25","Massachusetts","25027","Worcester","2012","5,735","",
"25","Massachusetts","25027","Worcester","2013","5,385","",
"25","Massachusetts","25027","Worcester","2014","5,873","",
"25","Massachusetts","25027","Worcester","2015","5,238","",
"25","Massachusetts","25027","Worcester","2016","4,589","",
"25","Massachusetts","25027","Worcester","2017","4,509","",
"25","Massachusetts","25027","Worcester","2018","4,322","",
"25","Massachusetts","25027","Worcester","2019","4,163","",
