"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"35","New Mexico","35001","Bernalillo","2011","1,978","",
"35","New Mexico","35001","Bernalillo","2012","2,021","",
"35","New Mexico","35001","Bernalillo","2013","2,076","",
"35","New Mexico","35001","Bernalillo","2014","2,365","",
"35","New Mexico","35001","Bernalillo","2015","2,260","",
"35","New Mexico","35001","Bernalillo","2016","1,746","",
"35","New Mexico","35001","Bernalillo","2017","1,751","",
"35","New Mexico","35001","Bernalillo","2018","1,905","",
"35","New Mexico","35001","Bernalillo","2019","1,846","",
"35","New Mexico","35003","Catron","2011","6","",
"35","New Mexico","35003","Catron","2012","Suppressed","",
"35","New Mexico","35003","Catron","2013","10","",
"35","New Mexico","35003","Catron","2014","Suppressed","",
"35","New Mexico","35003","Catron","2015","Suppressed","",
"35","New Mexico","35003","Catron","2016","Suppressed","",
"35","New Mexico","35003","Catron","2017","Suppressed","",
"35","New Mexico","35003","Catron","2018","Suppressed","",
"35","New Mexico","35003","Catron","2019","0","",
"35","New Mexico","35005","Chaves","2011","366","",
"35","New Mexico","35005","Chaves","2012","444","",
"35","New Mexico","35005","Chaves","2013","491","",
"35","New Mexico","35005","Chaves","2014","506","",
"35","New Mexico","35005","Chaves","2015","531","",
"35","New Mexico","35005","Chaves","2016","460","",
"35","New Mexico","35005","Chaves","2017","431","",
"35","New Mexico","35005","Chaves","2018","375","",
"35","New Mexico","35005","Chaves","2019","128","",
"35","New Mexico","35006","Cibola","2011","131","",
"35","New Mexico","35006","Cibola","2012","119","",
"35","New Mexico","35006","Cibola","2013","122","",
"35","New Mexico","35006","Cibola","2014","124","",
"35","New Mexico","35006","Cibola","2015","164","",
"35","New Mexico","35006","Cibola","2016","129","",
"35","New Mexico","35006","Cibola","2017","87","",
"35","New Mexico","35006","Cibola","2018","90","",
"35","New Mexico","35006","Cibola","2019","89","",
"35","New Mexico","35007","Colfax","2011","6","",
"35","New Mexico","35007","Colfax","2012","46","",
"35","New Mexico","35007","Colfax","2013","60","",
"35","New Mexico","35007","Colfax","2014","45","",
"35","New Mexico","35007","Colfax","2015","67","",
"35","New Mexico","35007","Colfax","2016","58","",
"35","New Mexico","35007","Colfax","2017","46","",
"35","New Mexico","35007","Colfax","2018","41","",
"35","New Mexico","35007","Colfax","2019","43","",
"35","New Mexico","35009","Curry","2011","298","",
"35","New Mexico","35009","Curry","2012","346","",
"35","New Mexico","35009","Curry","2013","434","",
"35","New Mexico","35009","Curry","2014","458","",
"35","New Mexico","35009","Curry","2015","417","",
"35","New Mexico","35009","Curry","2016","310","",
"35","New Mexico","35009","Curry","2017","335","",
"35","New Mexico","35009","Curry","2018","270","",
"35","New Mexico","35009","Curry","2019","235","",
"35","New Mexico","35011","De Baca","2011","0","",
"35","New Mexico","35011","De Baca","2012","Suppressed","",
"35","New Mexico","35011","De Baca","2013","7","",
"35","New Mexico","35011","De Baca","2014","8","",
"35","New Mexico","35011","De Baca","2015","8","",
"35","New Mexico","35011","De Baca","2016","8","",
"35","New Mexico","35011","De Baca","2017","0","",
"35","New Mexico","35011","De Baca","2018","Suppressed","",
"35","New Mexico","35011","De Baca","2019","Suppressed","",
"35","New Mexico","35013","Dona Ana","2011","577","",
"35","New Mexico","35013","Dona Ana","2012","578","",
"35","New Mexico","35013","Dona Ana","2013","648","",
"35","New Mexico","35013","Dona Ana","2014","744","",
"35","New Mexico","35013","Dona Ana","2015","670","",
"35","New Mexico","35013","Dona Ana","2016","666","",
