"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"23","Maine","23001","Androscoggin","2011","843","",
"23","Maine","23001","Androscoggin","2012","881","",
"23","Maine","23001","Androscoggin","2013","740","",
"23","Maine","23001","Androscoggin","2014","775","",
"23","Maine","23001","Androscoggin","2015","673","",
"23","Maine","23001","Androscoggin","2016","654","",
"23","Maine","23001","Androscoggin","2017","636","",
"23","Maine","23001","Androscoggin","2018","496","",
"23","Maine","23001","Androscoggin","2019","494","",
"23","Maine","23003","Aroostook","2011","762","",
"23","Maine","23003","Aroostook","2012","727","",
"23","Maine","23003","Aroostook","2013","633","",
"23","Maine","23003","Aroostook","2014","476","",
"23","Maine","23003","Aroostook","2015","421","",
"23","Maine","23003","Aroostook","2016","327","",
"23","Maine","23003","Aroostook","2017","307","",
"23","Maine","23003","Aroostook","2018","340","",
"23","Maine","23003","Aroostook","2019","334","",
"23","Maine","23005","Cumberland","2011","1,454","",
"23","Maine","23005","Cumberland","2012","1,452","",
"23","Maine","23005","Cumberland","2013","1,167","",
"23","Maine","23005","Cumberland","2014","1,125","",
"23","Maine","23005","Cumberland","2015","1,129","",
"23","Maine","23005","Cumberland","2016","993","",
"23","Maine","23005","Cumberland","2017","905","",
"23","Maine","23005","Cumberland","2018","822","",
"23","Maine","23005","Cumberland","2019","757","",
"23","Maine","23007","Franklin","2011","196","",
"23","Maine","23007","Franklin","2012","140","",
"23","Maine","23007","Franklin","2013","106","",
"23","Maine","23007","Franklin","2014","145","",
"23","Maine","23007","Franklin","2015","120","",
"23","Maine","23007","Franklin","2016","97","",
"23","Maine","23007","Franklin","2017","96","",
"23","Maine","23007","Franklin","2018","117","",
"23","Maine","23007","Franklin","2019","99","",
"23","Maine","23009","Hancock","2011","320","",
"23","Maine","23009","Hancock","2012","304","",
"23","Maine","23009","Hancock","2013","188","",
"23","Maine","23009","Hancock","2014","224","",
"23","Maine","23009","Hancock","2015","219","",
"23","Maine","23009","Hancock","2016","169","",
"23","Maine","23009","Hancock","2017","219","",
"23","Maine","23009","Hancock","2018","206","",
"23","Maine","23009","Hancock","2019","141","",
"23","Maine","23011","Kennebec","2011","722","",
"23","Maine","23011","Kennebec","2012","634","",
"23","Maine","23011","Kennebec","2013","508","",
"23","Maine","23011","Kennebec","2014","540","",
"23","Maine","23011","Kennebec","2015","629","",
"23","Maine","23011","Kennebec","2016","515","",
"23","Maine","23011","Kennebec","2017","466","",
"23","Maine","23011","Kennebec","2018","451","",
"23","Maine","23011","Kennebec","2019","393","",
"23","Maine","23013","Knox","2011","221","",
"23","Maine","23013","Knox","2012","252","",
"23","Maine","23013","Knox","2013","186","",
"23","Maine","23013","Knox","2014","218","",
"23","Maine","23013","Knox","2015","197","",
"23","Maine","23013","Knox","2016","150","",
"23","Maine","23013","Knox","2017","184","",
"23","Maine","23013","Knox","2018","178","",
"23","Maine","23013","Knox","2019","167","",
"23","Maine","23015","Lincoln","2011","146","",
"23","Maine","23015","Lincoln","2012","152","",
"23","Maine","23015","Lincoln","2013","142","",
"23","Maine","23015","Lincoln","2014","126","",
"23","Maine","23015","Lincoln","2015","120","",
"23","Maine","23015","Lincoln","2016","125","",
"23","Maine","23015","Lincoln","2017","134","",
"23","Maine","23015","Lincoln","2018","158","",
"23","Maine","23015","Lincoln","2019","128","",
"23","Maine","23017","Oxford","2011","404","",
"23","Maine","23017","Oxford","2012","398","",
"23","Maine","23017","Oxford","2013","321","",
"23","Maine","23017","Oxford","2014","355","",
"23","Maine","23017","Oxford","2015","310","",
"23","Maine","23017","Oxford","2016","288","",
"23","Maine","23017","Oxford","2017","295","",
"23","Maine","23017","Oxford","2018","312","",
"23","Maine","23017","Oxford","2019","242","",
"23","Maine","23019","Penobscot","2011","734","",
"23","Maine","23019","Penobscot","2012","663","",
"23","Maine","23019","Penobscot","2013","637","",
"23","Maine","23019","Penobscot","2014","666","",
"23","Maine","23019","Penobscot","2015","616","",
"23","Maine","23019","Penobscot","2016","496","",
"23","Maine","23019","Penobscot","2017","415","",
"23","Maine","23019","Penobscot","2018","394","",
"23","Maine","23019","Penobscot","2019","354","",
"23","Maine","23021","Piscataquis","2011","97","",
"23","Maine","23021","Piscataquis","2012","93","",
"23","Maine","23021","Piscataquis","2013","85","",
"23","Maine","23021","Piscataquis","2014","73","",
"23","Maine","23021","Piscataquis","2015","67","",
"23","Maine","23021","Piscataquis","2016","86","",
"23","Maine","23021","Piscataquis","2017","80","",
"23","Maine","23021","Piscataquis","2018","49","",
"23","Maine","23021","Piscataquis","2019","44","",
"23","Maine","23023","Sagadahoc","2011","151","",
"23","Maine","23023","Sagadahoc","2012","134","",
"23","Maine","23023","Sagadahoc","2013","132","",
"23","Maine","23023","Sagadahoc","2014","131","",
"23","Maine","23023","Sagadahoc","2015","153","",
"23","Maine","23023","Sagadahoc","2016","133","",
"23","Maine","23023","Sagadahoc","2017","109","",
"23","Maine","23023","Sagadahoc","2018","120","",
"23","Maine","23023","Sagadahoc","2019","104","",
"23","Maine","23025","Somerset","2011","430","",
"23","Maine","23025","Somerset","2012","464","",
"23","Maine","23025","Somerset","2013","342","",
"23","Maine","23025","Somerset","2014","398","",
"23","Maine","23025","Somerset","2015","375","",
"23","Maine","23025","Somerset","2016","293","",
"23","Maine","23025","Somerset","2017","231","",
"23","Maine","23025","Somerset","2018","255","",
"23","Maine","23025","Somerset","2019","223","",
"23","Maine","23027","Waldo","2011","156","",
"23","Maine","23027","Waldo","2012","207","",
"23","Maine","23027","Waldo","2013","155","",
"23","Maine","23027","Waldo","2014","155","",
"23","Maine","23027","Waldo","2015","134","",
"23","Maine","23027","Waldo","2016","127","",
"23","Maine","23027","Waldo","2017","122","",
"23","Maine","23027","Waldo","2018","113","",
"23","Maine","23027","Waldo","2019","114","",
"23","Maine","23029","Washington","2011","336","",
"23","Maine","23029","Washington","2012","260","",
"23","Maine","23029","Washington","2013","258","",
"23","Maine","23029","Washington","2014","225","",
"23","Maine","23029","Washington","2015","268","",
"23","Maine","23029","Washington","2016","197","",
"23","Maine","23029","Washington","2017","152","",
"23","Maine","23029","Washington","2018","137","",
"23","Maine","23029","Washington","2019","131","",
"23","Maine","23031","York","2011","1,096","",
"23","Maine","23031","York","2012","1,093","",
"23","Maine","23031","York","2013","927","",
"23","Maine","23031","York","2014","872","",
"23","Maine","23031","York","2015","833","",
"23","Maine","23031","York","2016","605","",
"23","Maine","23031","York","2017","573","",
"23","Maine","23031","York","2018","484","",
"23","Maine","23031","York","2019","488","",
