"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"06","California","06001","Alameda","2011","9,294","",
"06","California","06001","Alameda","2012","9,868","",
"06","California","06001","Alameda","2013","9,951","",
"06","California","06001","Alameda","2014","9,893","",
"06","California","06001","Alameda","2015","9,886","",
"06","California","06001","Alameda","2016","9,077","",
"06","California","06001","Alameda","2017","8,915","",
"06","California","06001","Alameda","2018","7,772","",
"06","California","06001","Alameda","2019","7,436","",
"06","California","06003","Alpine","2011","0","",
"06","California","06003","Alpine","2012","Suppressed","",
"06","California","06003","Alpine","2013","Suppressed","",
"06","California","06003","Alpine","2014","0","",
"06","California","06003","Alpine","2015","0","",
"06","California","06003","Alpine","2016","Suppressed","",
"06","California","06003","Alpine","2017","0","",
"06","California","06003","Alpine","2018","Suppressed","",
"06","California","06003","Alpine","2019","Suppressed","",
"06","California","06005","Amador","2011","215","",
"06","California","06005","Amador","2012","264","",
"06","California","06005","Amador","2013","255","",
"06","California","06005","Amador","2014","227","",
"06","California","06005","Amador","2015","195","",
"06","California","06005","Amador","2016","187","",
"06","California","06005","Amador","2017","174","",
"06","California","06005","Amador","2018","137","",
"06","California","06005","Amador","2019","169","",
"06","California","06007","Butte","2011","1,097","",
"06","California","06007","Butte","2012","944","",
"06","California","06007","Butte","2013","967","",
"06","California","06007","Butte","2014","976","",
"06","California","06007","Butte","2015","1,037","",
"06","California","06007","Butte","2016","767","",
"06","California","06007","Butte","2017","935","",
"06","California","06007","Butte","2018","906","",
"06","California","06007","Butte","2019","751","",
"06","California","06009","Calaveras","2011","223","",
"06","California","06009","Calaveras","2012","173","",
"06","California","06009","Calaveras","2013","222","",
"06","California","06009","Calaveras","2014","205","",
"06","California","06009","Calaveras","2015","183","",
"06","California","06009","Calaveras","2016","171","",
"06","California","06009","Calaveras","2017","197","",
"06","California","06009","Calaveras","2018","187","",
"06","California","06009","Calaveras","2019","198","",
"06","California","06011","Colusa","2011","66","",
"06","California","06011","Colusa","2012","81","",
"06","California","06011","Colusa","2013","79","",
"06","California","06011","Colusa","2014","92","",
"06","California","06011","Colusa","2015","97","",
"06","California","06011","Colusa","2016","67","",
"06","California","06011","Colusa","2017","62","",
"06","California","06011","Colusa","2018","118","",
"06","California","06011","Colusa","2019","103","",
"06","California","06013","Contra Costa","2011","7,719","",
"06","California","06013","Contra Costa","2012","7,913","",
"06","California","06013","Contra Costa","2013","6,932","",
"06","California","06013","Contra Costa","2014","6,772","",
"06","California","06013","Contra Costa","2015","6,826","",
"06","California","06013","Contra Costa","2016","6,005","",
"06","California","06013","Contra Costa","2017","6,698","",
"06","California","06013","Contra Costa","2018","5,989","",
"06","California","06013","Contra Costa","2019","5,887","",
"06","California","06015","Del Norte","2011","157","",
"06","California","06015","Del Norte","2012","140","",
"06","California","06015","Del Norte","2013","137","",
"06","California","06015","Del Norte","2014","127","",
"06","California","06015","Del Norte","2015","139","",
"06","California","06015","Del Norte","2016","171","",
"06","California","06015","Del Norte","2017","148","",
"06","California","06015","Del Norte","2018","132","",
"06","California","06015","Del Norte","2019","117","",
"06","California","06017","El Dorado","2011","549","",
"06","California","06017","El Dorado","2012","568","",
"06","California","06017","El Dorado","2013","575","",
"06","California","06017","El Dorado","2014","602","",
"06","California","06017","El Dorado","2015","591","",
"06","California","06017","El Dorado","2016","564","",
"06","California","06017","El Dorado","2017","650","",
"06","California","06017","El Dorado","2018","563","",
"06","California","06017","El Dorado","2019","539","",
"06","California","06019","Fresno","2011","7,038","",
"06","California","06019","Fresno","2012","7,165","",
"06","California","06019","Fresno","2013","7,193","",
"06","California","06019","Fresno","2014","7,620","",
"06","California","06019","Fresno","2015","7,902","",
"06","California","06019","Fresno","2016","6,925","",
"06","California","06019","Fresno","2017","7,775","",
"06","California","06019","Fresno","2018","6,924","",
"06","California","06019","Fresno","2019","6,589","",
"06","California","06021","Glenn","2011","122","",
"06","California","06021","Glenn","2012","106","",
"06","California","06021","Glenn","2013","121","",
"06","California","06021","Glenn","2014","109","",
"06","California","06021","Glenn","2015","121","",
"06","California","06021","Glenn","2016","103","",
"06","California","06021","Glenn","2017","130","",
"06","California","06021","Glenn","2018","100","",
"06","California","06021","Glenn","2019","118","",
"06","California","06023","Humboldt","2011","876","",
"06","California","06023","Humboldt","2012","982","",
"06","California","06023","Humboldt","2013","960","",
"06","California","06023","Humboldt","2014","902","",
"06","California","06023","Humboldt","2015","828","",
"06","California","06023","Humboldt","2016","814","",
"06","California","06023","Humboldt","2017","848","",
"06","California","06023","Humboldt","2018","688","",
"06","California","06023","Humboldt","2019","612","",
"06","California","06025","Imperial","2011","1,394","",
"06","California","06025","Imperial","2012","1,420","",
"06","California","06025","Imperial","2013","1,288","",
"06","California","06025","Imperial","2014","1,513","",
"06","California","06025","Imperial","2015","1,384","",
"06","California","06025","Imperial","2016","1,286","",
"06","California","06025","Imperial","2017","1,290","",
"06","California","06025","Imperial","2018","1,148","",
"06","California","06025","Imperial","2019","1,195","",
"06","California","06027","Inyo","2011","97","",
"06","California","06027","Inyo","2012","82","",
"06","California","06027","Inyo","2013","90","",
"06","California","06027","Inyo","2014","92","",
"06","California","06027","Inyo","2015","88","",
"06","California","06027","Inyo","2016","90","",
"06","California","06027","Inyo","2017","110","",
"06","California","06027","Inyo","2018","81","",
"06","California","06027","Inyo","2019","92","",
"06","California","06029","Kern","2011","4,616","",
"06","California","06029","Kern","2012","5,204","",
"06","California","06029","Kern","2013","5,205","",
"06","California","06029","Kern","2014","5,605","",
"06","California","06029","Kern","2015","5,837","",
"06","California","06029","Kern","2016","4,981","",
"06","California","06029","Kern","2017","4,842","",
"06","California","06029","Kern","2018","4,285","",
"06","California","06029","Kern","2019","4,275","",
"06","California","06031","Kings","2011","1,298","",
"06","California","06031","Kings","2012","1,438","",
"06","California","06031","Kings","2013","1,368","",
"06","California","06031","Kings","2014","1,237","",
"06","California","06031","Kings","2015","1,241","",
"06","California","06031","Kings","2016","1,025","",
"06","California","06031","Kings","2017","1,071","",
"06","California","06031","Kings","2018","835","",
"06","California","06031","Kings","2019","747","",
"06","California","06033","Lake","2011","387","",
"06","California","06033","Lake","2012","434","",
"06","California","06033","Lake","2013","434","",
"06","California","06033","Lake","2014","479","",
"06","California","06033","Lake","2015","477","",
"06","California","06033","Lake","2016","487","",
"06","California","06033","Lake","2017","481","",
"06","California","06033","Lake","2018","504","",
"06","California","06033","Lake","2019","505","",
"06","California","06035","Lassen","2011","104","",
"06","California","06035","Lassen","2012","102","",
"06","California","06035","Lassen","2013","103","",
"06","California","06035","Lassen","2014","102","",
"06","California","06035","Lassen","2015","148","",
"06","California","06035","Lassen","2016","116","",
"06","California","06035","Lassen","2017","131","",
"06","California","06035","Lassen","2018","111","",
"06","California","06035","Lassen","2019","101","",
