"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"27","Minnesota","27001","Aitkin","2011","43","",
"27","Minnesota","27001","Aitkin","2012","60","",
"27","Minnesota","27001","Aitkin","2013","63","",
"27","Minnesota","27001","Aitkin","2014","44","",
"27","Minnesota","27001","Aitkin","2015","38","",
"27","Minnesota","27001","Aitkin","2016","44","",
"27","Minnesota","27001","Aitkin","2017","18","",
"27","Minnesota","27001","Aitkin","2018","17","",
"27","Minnesota","27001","Aitkin","2019","26","",
"27","Minnesota","27003","Anoka","2011","1,185","",
"27","Minnesota","27003","Anoka","2012","1,278","",
"27","Minnesota","27003","Anoka","2013","1,162","",
"27","Minnesota","27003","Anoka","2014","1,161","",
"27","Minnesota","27003","Anoka","2015","1,059","",
"27","Minnesota","27003","Anoka","2016","937","",
"27","Minnesota","27003","Anoka","2017","778","",
"27","Minnesota","27003","Anoka","2018","806","",
"27","Minnesota","27003","Anoka","2019","812","",
"27","Minnesota","27005","Becker","2011","81","",
"27","Minnesota","27005","Becker","2012","89","",
"27","Minnesota","27005","Becker","2013","91","",
"27","Minnesota","27005","Becker","2014","87","",
"27","Minnesota","27005","Becker","2015","69","",
"27","Minnesota","27005","Becker","2016","76","",
"27","Minnesota","27005","Becker","2017","38","",
"27","Minnesota","27005","Becker","2018","44","",
"27","Minnesota","27005","Becker","2019","42","",
"27","Minnesota","27007","Beltrami","2011","165","",
"27","Minnesota","27007","Beltrami","2012","162","",
"27","Minnesota","27007","Beltrami","2013","126","",
"27","Minnesota","27007","Beltrami","2014","166","",
"27","Minnesota","27007","Beltrami","2015","168","",
"27","Minnesota","27007","Beltrami","2016","135","",
"27","Minnesota","27007","Beltrami","2017","34","",
"27","Minnesota","27007","Beltrami","2018","39","",
"27","Minnesota","27007","Beltrami","2019","41","",
"27","Minnesota","27009","Benton","2011","142","",
"27","Minnesota","27009","Benton","2012","153","",
"27","Minnesota","27009","Benton","2013","149","",
"27","Minnesota","27009","Benton","2014","166","",
"27","Minnesota","27009","Benton","2015","154","",
"27","Minnesota","27009","Benton","2016","116","",
"27","Minnesota","27009","Benton","2017","37","",
"27","Minnesota","27009","Benton","2018","50","",
"27","Minnesota","27009","Benton","2019","37","",
"27","Minnesota","27011","Big Stone","2011","9","",
"27","Minnesota","27011","Big Stone","2012","13","",
"27","Minnesota","27011","Big Stone","2013","Suppressed","",
"27","Minnesota","27011","Big Stone","2014","7","",
"27","Minnesota","27011","Big Stone","2015","Suppressed","",
"27","Minnesota","27011","Big Stone","2016","Suppressed","",
"27","Minnesota","27011","Big Stone","2017","0","",
"27","Minnesota","27011","Big Stone","2018","Suppressed","",
"27","Minnesota","27011","Big Stone","2019","Suppressed","",
"27","Minnesota","27013","Blue Earth","2011","127","",
"27","Minnesota","27013","Blue Earth","2012","186","",
"27","Minnesota","27013","Blue Earth","2013","156","",
"27","Minnesota","27013","Blue Earth","2014","161","",
"27","Minnesota","27013","Blue Earth","2015","179","",
"27","Minnesota","27013","Blue Earth","2016","188","",
"27","Minnesota","27013","Blue Earth","2017","188","",
"27","Minnesota","27013","Blue Earth","2018","167","",
"27","Minnesota","27013","Blue Earth","2019","213","",
"27","Minnesota","27015","Brown","2011","53","",
"27","Minnesota","27015","Brown","2012","73","",
"27","Minnesota","27015","Brown","2013","68","",
"27","Minnesota","27015","Brown","2014","50","",
"27","Minnesota","27015","Brown","2015","54","",
"27","Minnesota","27015","Brown","2016","59","",
"27","Minnesota","27015","Brown","2017","Suppressed","",
"27","Minnesota","27015","Brown","2018","Suppressed","",
"27","Minnesota","27015","Brown","2019","7","",
"27","Minnesota","27017","Carlton","2011","165","",
"27","Minnesota","27017","Carlton","2012","172","",
"27","Minnesota","27017","Carlton","2013","124","",
"27","Minnesota","27017","Carlton","2014","172","",
"27","Minnesota","27017","Carlton","2015","145","",
"27","Minnesota","27017","Carlton","2016","146","",
"27","Minnesota","27017","Carlton","2017","43","",
"27","Minnesota","27017","Carlton","2018","48","",
"27","Minnesota","27017","Carlton","2019","41","",
"27","Minnesota","27019","Carver","2011","182","",
"27","Minnesota","27019","Carver","2012","160","",
"27","Minnesota","27019","Carver","2013","132","",
"27","Minnesota","27019","Carver","2014","148","",
"27","Minnesota","27019","Carver","2015","131","",
"27","Minnesota","27019","Carver","2016","102","",
"27","Minnesota","27019","Carver","2017","100","",
"27","Minnesota","27019","Carver","2018","120","",
"27","Minnesota","27019","Carver","2019","107","",
"27","Minnesota","27021","Cass","2011","101","",
"27","Minnesota","27021","Cass","2012","86","",
"27","Minnesota","27021","Cass","2013","108","",
"27","Minnesota","27021","Cass","2014","96","",
"27","Minnesota","27021","Cass","2015","118","",
"27","Minnesota","27021","Cass","2016","80","",
"27","Minnesota","27021","Cass","2017","40","",
"27","Minnesota","27021","Cass","2018","44","",
"27","Minnesota","27021","Cass","2019","32","",
"27","Minnesota","27023","Chippewa","2011","43","",
"27","Minnesota","27023","Chippewa","2012","32","",
"27","Minnesota","27023","Chippewa","2013","25","",
"27","Minnesota","27023","Chippewa","2014","41","",
"27","Minnesota","27023","Chippewa","2015","39","",
"27","Minnesota","27023","Chippewa","2016","22","",
"27","Minnesota","27023","Chippewa","2017","6","",
"27","Minnesota","27023","Chippewa","2018","9","",
"27","Minnesota","27023","Chippewa","2019","12","",
"27","Minnesota","27025","Chisago","2011","191","",
"27","Minnesota","27025","Chisago","2012","208","",
"27","Minnesota","27025","Chisago","2013","182","",
"27","Minnesota","27025","Chisago","2014","227","",
"27","Minnesota","27025","Chisago","2015","175","",
"27","Minnesota","27025","Chisago","2016","179","",
"27","Minnesota","27025","Chisago","2017","59","",
"27","Minnesota","27025","Chisago","2018","71","",
"27","Minnesota","27025","Chisago","2019","77","",
"27","Minnesota","27027","Clay","2011","188","",
"27","Minnesota","27027","Clay","2012","205","",
"27","Minnesota","27027","Clay","2013","155","",
"27","Minnesota","27027","Clay","2014","178","",
"27","Minnesota","27027","Clay","2015","236","",
"27","Minnesota","27027","Clay","2016","160","",
