"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"09","Connecticut","09001","Fairfield","2011","4,467","",
"09","Connecticut","09001","Fairfield","2012","4,826","",
"09","Connecticut","09001","Fairfield","2013","4,238","",
"09","Connecticut","09001","Fairfield","2014","3,792","",
"09","Connecticut","09001","Fairfield","2015","3,602","",
"09","Connecticut","09001","Fairfield","2016","3,662","",
"09","Connecticut","09001","Fairfield","2017","3,630","",
"09","Connecticut","09001","Fairfield","2018","3,607","",
"09","Connecticut","09001","Fairfield","2019","3,405","",
"09","Connecticut","09003","Hartford","2011","7,461","",
"09","Connecticut","09003","Hartford","2012","7,211","",
"09","Connecticut","09003","Hartford","2013","6,919","",
"09","Connecticut","09003","Hartford","2014","7,273","",
"09","Connecticut","09003","Hartford","2015","6,327","",
"09","Connecticut","09003","Hartford","2016","6,375","",
"09","Connecticut","09003","Hartford","2017","5,991","",
"09","Connecticut","09003","Hartford","2018","5,860","",
"09","Connecticut","09003","Hartford","2019","5,287","",
"09","Connecticut","09005","Litchfield","2011","800","",
"09","Connecticut","09005","Litchfield","2012","667","",
"09","Connecticut","09005","Litchfield","2013","624","",
"09","Connecticut","09005","Litchfield","2014","666","",
"09","Connecticut","09005","Litchfield","2015","568","",
"09","Connecticut","09005","Litchfield","2016","473","",
"09","Connecticut","09005","Litchfield","2017","461","",
"09","Connecticut","09005","Litchfield","2018","461","",
"09","Connecticut","09005","Litchfield","2019","447","",
"09","Connecticut","09007","Middlesex","2011","741","",
"09","Connecticut","09007","Middlesex","2012","696","",
"09","Connecticut","09007","Middlesex","2013","672","",
"09","Connecticut","09007","Middlesex","2014","602","",
"09","Connecticut","09007","Middlesex","2015","590","",
"09","Connecticut","09007","Middlesex","2016","492","",
"09","Connecticut","09007","Middlesex","2017","483","",
"09","Connecticut","09007","Middlesex","2018","451","",
"09","Connecticut","09007","Middlesex","2019","465","",
"09","Connecticut","09009","New Haven","2011","6,867","",
"09","Connecticut","09009","New Haven","2012","6,840","",
"09","Connecticut","09009","New Haven","2013","6,165","",
"09","Connecticut","09009","New Haven","2014","6,090","",
"09","Connecticut","09009","New Haven","2015","5,620","",
"09","Connecticut","09009","New Haven","2016","5,482","",
"09","Connecticut","09009","New Haven","2017","5,501","",
"09","Connecticut","09009","New Haven","2018","5,621","",
"09","Connecticut","09009","New Haven","2019","5,357","",
"09","Connecticut","09011","New London","2011","2,447","",
"09","Connecticut","09011","New London","2012","2,427","",
"09","Connecticut","09011","New London","2013","2,121","",
"09","Connecticut","09011","New London","2014","2,069","",
"09","Connecticut","09011","New London","2015","2,049","",
"09","Connecticut","09011","New London","2016","1,647","",
"09","Connecticut","09011","New London","2017","1,639","",
"09","Connecticut","09011","New London","2018","1,496","",
"09","Connecticut","09011","New London","2019","1,504","",
"09","Connecticut","09013","Tolland","2011","578","",
"09","Connecticut","09013","Tolland","2012","489","",
"09","Connecticut","09013","Tolland","2013","426","",
"09","Connecticut","09013","Tolland","2014","442","",
"09","Connecticut","09013","Tolland","2015","392","",
"09","Connecticut","09013","Tolland","2016","396","",
"09","Connecticut","09013","Tolland","2017","380","",
"09","Connecticut","09013","Tolland","2018","351","",
"09","Connecticut","09013","Tolland","2019","375","",
"09","Connecticut","09015","Windham","2011","897","",
"09","Connecticut","09015","Windham","2012","735","",
"09","Connecticut","09015","Windham","2013","612","",
"09","Connecticut","09015","Windham","2014","737","",
"09","Connecticut","09015","Windham","2015","825","",
"09","Connecticut","09015","Windham","2016","661","",
"09","Connecticut","09015","Windham","2017","768","",
"09","Connecticut","09015","Windham","2018","712","",
"09","Connecticut","09015","Windham","2019","603","",
