"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"22","Louisiana","22001","Acadia","2011","311","",
"22","Louisiana","22001","Acadia","2012","307","",
"22","Louisiana","22001","Acadia","2013","278","",
"22","Louisiana","22001","Acadia","2014","323","",
"22","Louisiana","22001","Acadia","2015","344","",
"22","Louisiana","22001","Acadia","2016","150","",
"22","Louisiana","22001","Acadia","2017","118","",
"22","Louisiana","22001","Acadia","2018","113","",
"22","Louisiana","22001","Acadia","2019","135","",
"22","Louisiana","22003","Allen","2011","124","",
"22","Louisiana","22003","Allen","2012","139","",
"22","Louisiana","22003","Allen","2013","97","",
"22","Louisiana","22003","Allen","2014","113","",
"22","Louisiana","22003","Allen","2015","105","",
"22","Louisiana","22003","Allen","2016","87","",
"22","Louisiana","22003","Allen","2017","89","",
"22","Louisiana","22003","Allen","2018","75","",
"22","Louisiana","22003","Allen","2019","54","",
"22","Louisiana","22005","Ascension","2011","197","",
"22","Louisiana","22005","Ascension","2012","383","",
"22","Louisiana","22005","Ascension","2013","384","",
"22","Louisiana","22005","Ascension","2014","359","",
"22","Louisiana","22005","Ascension","2015","385","",
"22","Louisiana","22005","Ascension","2016","323","",
"22","Louisiana","22005","Ascension","2017","374","",
"22","Louisiana","22005","Ascension","2018","380","",
"22","Louisiana","22005","Ascension","2019","313","",
"22","Louisiana","22007","Assumption","2011","63","",
"22","Louisiana","22007","Assumption","2012","149","",
"22","Louisiana","22007","Assumption","2013","156","",
"22","Louisiana","22007","Assumption","2014","152","",
"22","Louisiana","22007","Assumption","2015","134","",
"22","Louisiana","22007","Assumption","2016","129","",
"22","Louisiana","22007","Assumption","2017","128","",
"22","Louisiana","22007","Assumption","2018","122","",
"22","Louisiana","22007","Assumption","2019","100","",
"22","Louisiana","22009","Avoyelles","2011","137","",
"22","Louisiana","22009","Avoyelles","2012","107","",
"22","Louisiana","22009","Avoyelles","2013","107","",
"22","Louisiana","22009","Avoyelles","2014","124","",
"22","Louisiana","22009","Avoyelles","2015","121","",
"22","Louisiana","22009","Avoyelles","2016","114","",
"22","Louisiana","22009","Avoyelles","2017","112","",
"22","Louisiana","22009","Avoyelles","2018","91","",
"22","Louisiana","22009","Avoyelles","2019","95","",
"22","Louisiana","22011","Beauregard","2011","128","",
"22","Louisiana","22011","Beauregard","2012","177","",
"22","Louisiana","22011","Beauregard","2013","195","",
"22","Louisiana","22011","Beauregard","2014","223","",
"22","Louisiana","22011","Beauregard","2015","207","",
"22","Louisiana","22011","Beauregard","2016","181","",
"22","Louisiana","22011","Beauregard","2017","168","",
"22","Louisiana","22011","Beauregard","2018","137","",
"22","Louisiana","22011","Beauregard","2019","140","",
"22","Louisiana","22013","Bienville","2011","58","",
"22","Louisiana","22013","Bienville","2012","39","",
"22","Louisiana","22013","Bienville","2013","50","",
"22","Louisiana","22013","Bienville","2014","68","",
"22","Louisiana","22013","Bienville","2015","59","",
"22","Louisiana","22013","Bienville","2016","48","",
"22","Louisiana","22013","Bienville","2017","33","",
"22","Louisiana","22013","Bienville","2018","32","",
"22","Louisiana","22013","Bienville","2019","43","",
"22","Louisiana","22015","Bossier","2011","734","",
"22","Louisiana","22015","Bossier","2012","844","",
"22","Louisiana","22015","Bossier","2013","708","",
"22","Louisiana","22015","Bossier","2014","778","",
"22","Louisiana","22015","Bossier","2015","816","",
"22","Louisiana","22015","Bossier","2016","729","",
"22","Louisiana","22015","Bossier","2017","1,064","",
"22","Louisiana","22015","Bossier","2018","635","",
"22","Louisiana","22015","Bossier","2019","610","",
"22","Louisiana","22017","Caddo","2011","2,957","",
"22","Louisiana","22017","Caddo","2012","3,139","",
"22","Louisiana","22017","Caddo","2013","2,755","",
"22","Louisiana","22017","Caddo","2014","3,414","",
"22","Louisiana","22017","Caddo","2015","3,242","",
"22","Louisiana","22017","Caddo","2016","2,917","",
"22","Louisiana","22017","Caddo","2017","3,235","",
"22","Louisiana","22017","Caddo","2018","2,108","",
"22","Louisiana","22017","Caddo","2019","2,042","",
"22","Louisiana","22019","Calcasieu","2011","945","",
"22","Louisiana","22019","Calcasieu","2012","1,231","",
"22","Louisiana","22019","Calcasieu","2013","1,244","",
"22","Louisiana","22019","Calcasieu","2014","1,311","",
"22","Louisiana","22019","Calcasieu","2015","1,229","",
"22","Louisiana","22019","Calcasieu","2016","1,138","",
"22","Louisiana","22019","Calcasieu","2017","1,083","",
"22","Louisiana","22019","Calcasieu","2018","1,056","",
"22","Louisiana","22019","Calcasieu","2019","883","",
"22","Louisiana","22021","Caldwell","2011","6","",
"22","Louisiana","22021","Caldwell","2012","12","",
"22","Louisiana","22021","Caldwell","2013","19","",
"22","Louisiana","22021","Caldwell","2014","18","",
"22","Louisiana","22021","Caldwell","2015","10","",
"22","Louisiana","22021","Caldwell","2016","8","",
"22","Louisiana","22021","Caldwell","2017","10","",
"22","Louisiana","22021","Caldwell","2018","12","",
"22","Louisiana","22021","Caldwell","2019","6","",
"22","Louisiana","22023","Cameron","2011","21","",
"22","Louisiana","22023","Cameron","2012","16","",
"22","Louisiana","22023","Cameron","2013","8","",
"22","Louisiana","22023","Cameron","2014","11","",
"22","Louisiana","22023","Cameron","2015","21","",
"22","Louisiana","22023","Cameron","2016","18","",
"22","Louisiana","22023","Cameron","2017","Suppressed","",
"22","Louisiana","22023","Cameron","2018","Suppressed","",
"22","Louisiana","22023","Cameron","2019","6","",
"22","Louisiana","22025","Catahoula","2011","50","",
"22","Louisiana","22025","Catahoula","2012","53","",
"22","Louisiana","22025","Catahoula","2013","31","",
"22","Louisiana","22025","Catahoula","2014","16","",
"22","Louisiana","22025","Catahoula","2015","16","",
"22","Louisiana","22025","Catahoula","2016","14","",
"22","Louisiana","22025","Catahoula","2017","21","",
"22","Louisiana","22025","Catahoula","2018","22","",
"22","Louisiana","22025","Catahoula","2019","20","",
"22","Louisiana","22027","Claiborne","2011","20","",
"22","Louisiana","22027","Claiborne","2012","28","",
"22","Louisiana","22027","Claiborne","2013","22","",
"22","Louisiana","22027","Claiborne","2014","22","",
"22","Louisiana","22027","Claiborne","2015","24","",
"22","Louisiana","22027","Claiborne","2016","18","",
"22","Louisiana","22027","Claiborne","2017","22","",
"22","Louisiana","22027","Claiborne","2018","15","",
"22","Louisiana","22027","Claiborne","2019","17","",
"22","Louisiana","22029","Concordia","2011","10","",
"22","Louisiana","22029","Concordia","2012","12","",
"22","Louisiana","22029","Concordia","2013","14","",
"22","Louisiana","22029","Concordia","2014","10","",
"22","Louisiana","22029","Concordia","2015","11","",
"22","Louisiana","22029","Concordia","2016","6","",
