"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"34","New Jersey","34001","Atlantic","2011","2,949","",
"34","New Jersey","34001","Atlantic","2012","2,367","",
"34","New Jersey","34001","Atlantic","2013","2,295","",
"34","New Jersey","34001","Atlantic","2014","2,144","",
"34","New Jersey","34001","Atlantic","2015","1,972","",
"34","New Jersey","34001","Atlantic","2016","1,796","",
"34","New Jersey","34001","Atlantic","2017","1,685","",
"34","New Jersey","34001","Atlantic","2018","1,891","",
"34","New Jersey","34001","Atlantic","2019","1,679","",
"34","New Jersey","34003","Bergen","2011","4,217","",
"34","New Jersey","34003","Bergen","2012","3,384","",
"34","New Jersey","34003","Bergen","2013","3,128","",
"34","New Jersey","34003","Bergen","2014","3,318","",
"34","New Jersey","34003","Bergen","2015","3,091","",
"34","New Jersey","34003","Bergen","2016","2,800","",
"34","New Jersey","34003","Bergen","2017","2,594","",
"34","New Jersey","34003","Bergen","2018","2,611","",
"34","New Jersey","34003","Bergen","2019","2,467","",
"34","New Jersey","34005","Burlington","2011","2,641","",
"34","New Jersey","34005","Burlington","2012","2,427","",
"34","New Jersey","34005","Burlington","2013","2,188","",
"34","New Jersey","34005","Burlington","2014","2,485","",
"34","New Jersey","34005","Burlington","2015","2,416","",
"34","New Jersey","34005","Burlington","2016","2,169","",
"34","New Jersey","34005","Burlington","2017","2,007","",
"34","New Jersey","34005","Burlington","2018","1,917","",
"34","New Jersey","34005","Burlington","2019","1,833","",
"34","New Jersey","34007","Camden","2011","5,964","",
"34","New Jersey","34007","Camden","2012","5,156","",
"34","New Jersey","34007","Camden","2013","5,120","",
"34","New Jersey","34007","Camden","2014","5,255","",
"34","New Jersey","34007","Camden","2015","5,259","",
"34","New Jersey","34007","Camden","2016","4,722","",
"34","New Jersey","34007","Camden","2017","4,961","",
"34","New Jersey","34007","Camden","2018","4,499","",
"34","New Jersey","34007","Camden","2019","4,248","",
"34","New Jersey","34009","Cape May","2011","504","",
"34","New Jersey","34009","Cape May","2012","442","",
"34","New Jersey","34009","Cape May","2013","410","",
"34","New Jersey","34009","Cape May","2014","422","",
"34","New Jersey","34009","Cape May","2015","370","",
"34","New Jersey","34009","Cape May","2016","372","",
"34","New Jersey","34009","Cape May","2017","360","",
"34","New Jersey","34009","Cape May","2018","387","",
"34","New Jersey","34009","Cape May","2019","326","",
"34","New Jersey","34011","Cumberland","2011","1,770","",
"34","New Jersey","34011","Cumberland","2012","1,543","",
"34","New Jersey","34011","Cumberland","2013","1,463","",
"34","New Jersey","34011","Cumberland","2014","1,650","",
"34","New Jersey","34011","Cumberland","2015","1,681","",
"34","New Jersey","34011","Cumberland","2016","1,541","",
"34","New Jersey","34011","Cumberland","2017","1,418","",
"34","New Jersey","34011","Cumberland","2018","1,035","",
"34","New Jersey","34011","Cumberland","2019","941","",
"34","New Jersey","34013","Essex","2011","11,081","",
"34","New Jersey","34013","Essex","2012","10,060","",
"34","New Jersey","34013","Essex","2013","8,805","",
"34","New Jersey","34013","Essex","2014","8,810","",
"34","New Jersey","34013","Essex","2015","9,103","",
"34","New Jersey","34013","Essex","2016","9,091","",
"34","New Jersey","34013","Essex","2017","8,464","",
"34","New Jersey","34013","Essex","2018","8,159","",
"34","New Jersey","34013","Essex","2019","7,869","",
"34","New Jersey","34015","Gloucester","2011","1,678","",
"34","New Jersey","34015","Gloucester","2012","1,260","",
"34","New Jersey","34015","Gloucester","2013","1,285","",
"34","New Jersey","34015","Gloucester","2014","1,238","",
"34","New Jersey","34015","Gloucester","2015","1,256","",
"34","New Jersey","34015","Gloucester","2016","1,253","",
"34","New Jersey","34015","Gloucester","2017","1,256","",
"34","New Jersey","34015","Gloucester","2018","970","",
"34","New Jersey","34015","Gloucester","2019","843","",
"34","New Jersey","34017","Hudson","2011","5,339","",
"34","New Jersey","34017","Hudson","2012","4,146","",
"34","New Jersey","34017","Hudson","2013","3,933","",
"34","New Jersey","34017","Hudson","2014","3,878","",
"34","New Jersey","34017","Hudson","2015","3,972","",
"34","New Jersey","34017","Hudson","2016","4,054","",
"34","New Jersey","34017","Hudson","2017","3,913","",
"34","New Jersey","34017","Hudson","2018","4,093","",
"34","New Jersey","34017","Hudson","2019","3,591","",
"34","New Jersey","34019","Hunterdon","2011","306","",
"34","New Jersey","34019","Hunterdon","2012","221","",
"34","New Jersey","34019","Hunterdon","2013","228","",
"34","New Jersey","34019","Hunterdon","2014","240","",
"34","New Jersey","34019","Hunterdon","2015","179","",
"34","New Jersey","34019","Hunterdon","2016","202","",
"34","New Jersey","34019","Hunterdon","2017","202","",
"34","New Jersey","34019","Hunterdon","2018","187","",
"34","New Jersey","34019","Hunterdon","2019","156","",
"34","New Jersey","34021","Mercer","2011","3,216","",
"34","New Jersey","34021","Mercer","2012","2,677","",
"34","New Jersey","34021","Mercer","2013","2,738","",
"34","New Jersey","34021","Mercer","2014","3,106","",
"34","New Jersey","34021","Mercer","2015","3,236","",
"34","New Jersey","34021","Mercer","2016","2,937","",
"34","New Jersey","34021","Mercer","2017","2,842","",
"34","New Jersey","34021","Mercer","2018","2,807","",
"34","New Jersey","34021","Mercer","2019","2,772","",
"34","New Jersey","34023","Middlesex","2011","4,473","",
"34","New Jersey","34023","Middlesex","2012","3,841","",
"34","New Jersey","34023","Middlesex","2013","3,552","",
"34","New Jersey","34023","Middlesex","2014","3,392","",
"34","New Jersey","34023","Middlesex","2015","3,166","",
"34","New Jersey","34023","Middlesex","2016","3,233","",
"34","New Jersey","34023","Middlesex","2017","3,101","",
"34","New Jersey","34023","Middlesex","2018","3,087","",
"34","New Jersey","34023","Middlesex","2019","2,927","",
"34","New Jersey","34025","Monmouth","2011","4,023","",
"34","New Jersey","34025","Monmouth","2012","3,577","",
"34","New Jersey","34025","Monmouth","2013","3,330","",
"34","New Jersey","34025","Monmouth","2014","3,368","",
"34","New Jersey","34025","Monmouth","2015","3,370","",
"34","New Jersey","34025","Monmouth","2016","3,144","",
"34","New Jersey","34025","Monmouth","2017","2,822","",
"34","New Jersey","34025","Monmouth","2018","2,810","",
"34","New Jersey","34025","Monmouth","2019","2,447","",
"34","New Jersey","34027","Morris","2011","2,031","",
"34","New Jersey","34027","Morris","2012","1,716","",
